Category,Book Name,Author Name,Author Link,Ratings,Awards,OtherLinks,Description,Score
fiction,The Titan's Curse,Rick Riordan,https://www.goodreads.com/author/show/15872.Rick_Riordan,4.34,Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009),"Fantasy 10,718 users Young Adult 4,803 users Fantasy Mythology 3,528 users Fiction 1,829 users","It's not everyday you find yourself in combat with a half-lion, half-human.But when you're the son of a Greek god, it happens. And now my friend Annabeth is missing, a goddess is in chains and only five half-blood heroes can join the quest to defeat the doomsday monster.Oh, and guess what? The Oracle has predicted that not all of us will survive...","score: 11,220149 people voted"
fiction,Bridge to Terabithia,Katherine Paterson,https://www.goodreads.com/author/show/1949.Katherine_Paterson,3.98,California Young Readers Medal Nominee for Middle School/Junior High (1980),"Young Adult 2,410 users Fiction 2,176 users Childrens 1,626 users Fantasy 1,460 users Classics 1,460 users","Jess Aarons' greatest ambition is to be the fastest runner in his grade. He's been practicing all summer and can't wait to see his classmates' faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys' side and outruns everyone.That's not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits.","score: 10,878116 people voted"
fiction,The Hunger Games Trilogy Boxset,Suzanne Collins,https://www.goodreads.com/author/show/153394.Suzanne_Collins,4.48,Audie Award for Excellence in Design (2016),Young Adult 832 users Fiction 603 users Fantasy 516 users Science Fiction Dystopia 458 users Science Fiction 331 users Romance 140 users Adventure 138 users Action 61 users Young Adult Teen 60 users Science Fiction Fantasy 44 users,"The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!","score: 10,852145 people voted"
fiction,Fifty Shades of Grey,E.L. James,https://www.goodreads.com/author/show/4725841.E_L_James,3.66,Goodreads Choice Award Nominee for Best Romance (2nd) (2011),"Romance 7,857 users Fiction 3,315 users Adult Fiction Erotica 3,067 users Adult 1,695 users Erotica Bdsm 1,664 users","When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms. Shocked yet thrilled by Grey’s singular erotic tastes, Ana hesitates. For all the trappings of success—his multinational businesses, his vast wealth, his loving family—Grey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Grey’s secrets and explores her own dark desires.Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.This book is intended for mature audiences.","score: 10,572140 people voted"
fiction,Oliver Twist,George Cruikshank,https://www.goodreads.com/author/show/68038.George_Cruikshank,3.85,CityRead London (2012),"Classics 9,913 users Fiction 3,064 users Literature 607 users Historical Historical Fiction 603 users",N/A,"score: 10,544119 people voted"
fiction,The Clan of the Cave Bear,Jean M. Auel,https://www.goodreads.com/author/show/861.Jean_M_Auel,4.03,National Book Award Finalist for First Novel (1981),"Historical Historical Fiction 3,095 users Fiction 2,450 users Fantasy 935 users Historical 770 users Classics 263 users Romance 253 users Adventure 192 users Historical Fiction Prehistoric 169 users Adult 152 users Adult Fiction 119 users","This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.","score: 10,524131 people voted"
fiction,The Canterbury Tales,Nevill Coghill,https://www.goodreads.com/author/show/267866.Nevill_Coghill,3.49,N/A,"Classics 6,583 users Fiction 1,966 users Poetry 1,752 users Literature 625 users","The procession that crosses Chaucer's pages is as full of life and as richly textured as a medieval tapestry. The Knight, the Miller, the Friar, the Squire, the Prioress, the Wife of Bath, and others who make up the cast of characters -- including Chaucer himself -- are real people, with human emotions and weaknesses. When it is remembered that Chaucer wrote in English at a time when Latin was the standard literary language across western Europe, the magnitude of his achievement is even more remarkable. But Chaucer's genius needs no historical introduction; it bursts forth from every page of The Canterbury Tales.If we trust the General Prologue, Chaucer intended that each pilgrim should tell two tales on the way to Canterbury and two tales on the way back. He never finished his enormous project and even the completed tales were not finally revised. Scholars are uncertain about the order of the tales. As the printing press had yet to be invented when Chaucer wrote his works, The Canterbury Tales has been passed down in several handwritten manuscripts.","score: 10,269122 people voted"
fiction,Ulysses,John M. Woolsey,https://www.goodreads.com/author/show/5939039.John_M_Woolsey,3.74,Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004),"Classics 3,806 users Fiction 2,653 users Literature 692 users Novels 348 users","Loosely based on the Odyssey, this landmark of modern literature follows ordinary Dubliners in 1904. Capturing a single day in the life of Dubliner Leopold Bloom, his friends Buck Mulligan and Stephen Dedalus, his wife Molly, and a scintillating cast of supporting characters, Joyce pushes Celtic lyricism and vulgarity to splendid extremes. Captivating experimental techniques range from interior monologues to exuberant wordplay and earthy humor. A major achievement in 20th century literature.","score: 10,074125 people voted"
fiction,The Maze Runner,James Dashner,https://www.goodreads.com/author/show/348878.James_Dashner,4.03,Missouri Truman Readers Award (2012),"Young Adult 9,338 users Science Fiction Dystopia 6,083 users Science Fiction 3,764 users","There are alternate cover editions for this ASIN here and here.If you ain’t scared, you ain’t human.When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone.Nice to meet ya, shank. Welcome to the Glade.Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive.Everything is going to change.Then a girl arrives. The first girl ever. And the message she delivers is terrifying.Remember. Survive. Run.","score: 10,030140 people voted"
fiction,Treasure Island,Robert Louis Stevenson,https://www.goodreads.com/author/show/854076.Robert_Louis_Stevenson,3.83,Audie Award for Classic (2008),"Classics 9,748 users Fiction 3,729 users Adventure 2,049 users Young Adult 841 users","""For sheer storytelling delight and pure adventure, Treasure Island has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the nevel creates scenes and characters that have firetd the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, Treasure Island is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like Treasure Island that can keep boys and old men happy.'","score: 10,001128 people voted"
fiction,The Neverending Story,Miguel Sáenz,https://www.goodreads.com/author/show/3296562.Miguel_S_enz,4.18,Preis der Leseratten des ZDF (1980),"Fantasy 5,482 users Classics 1,298 users Fiction 1,126 users Young Adult 916 users Childrens 673 users",N/A,"score: 9,984101 people voted"
fiction,The World According to Garp,John Irving,https://www.goodreads.com/author/show/3075.John_Irving,4.08,National Book Award Finalist for Fiction (1979),"Fiction 3,128 users Classics 582 users Contemporary 269 users Literature 268 users Novels 236 users","This is the life and times of T. S. Garp, the bastard son of Jenny Fields--a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes--even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries--with more than ten million copies in print--this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""The World According to Garp is a comic and compassionate coming-of-age novel that established John Irving as one of the most imaginative writers of his generation. A worldwide bestseller since its publication in 1978, Irving's classic is filled with stories inside stories about the life and times of T. S. Garp, novelist and bastard son of Jenny Fields--a feminist leader ahead of her time. Beyond that, The World According to Garp virtually defies synopsis.(From author's website: http://www.john-irving.com)","score: 9,983114 people voted"
fiction,A Farewell to Arms,Ernest Hemingway,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,3.79,N/A,"Classics 5,654 users Fiction 3,762 users Historical Historical Fiction 788 users War 761 users Literature 741 users","A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to A Farewell to Arms thirty-nine times to get the words right.","score: 9,961108 people voted"
fiction,David Copperfield,Jeremy Tambling,https://www.goodreads.com/author/show/63801.Jeremy_Tambling,3.97,Audie Award Nominee for Fiction of Nonfiction Licenses or Distributed for Martin Jarvis (2003),"Classics 6,871 users Fiction 2,423 users Literature 531 users Historical Historical Fiction 369 users",N/A,"score: 9,915121 people voted"
fiction,Wicked: The Life and Times of the Wicked Witch of the West,Douglas Smith,https://www.goodreads.com/author/show/6543253.Douglas_Smith,3.52,Tähtifantasia Award Nominee (2009),"Fantasy 8,913 users Fiction 5,137 users Adult 507 users","When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale we heard only her side of the story. But what about her arch-nemesis, the mysterious Witch? Where did she come from? How did she become so wicked? And what is the true nature of evil?Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability, and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to become the infamous Wicked Witch of the West, a smart, prickly, and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.An astonishingly rich re-creation of the land of Oz, this book retells the story of Elphaba, the Wicked Witch of the West, who wasn't so wicked after all. Taking readers past the yellow brick road and into a phantasmagoric world rich with imagination and allegory, Gregory Maguire just might change the reputation of one of the most sinister characters in literature.","score: 9,822128 people voted"
fiction,Thirteen Reasons Why,Jay Asher,https://www.goodreads.com/author/show/569269.Jay_Asher,3.98,Oklahoma Sequoyah Award for High School (2010),"Young Adult 8,671 users Contemporary 2,869 users Fiction 2,504 users Realistic Fiction 1,434 users","You can’t stop the future. You can’t rewind the past.The only way to learn the secret . . . is to press play.Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Baker–his classmate and crush–who committed suicide two weeks earlier. Hannah’s voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he’ll find out why. Clay spends the night crisscrossing his town with Hannah as his guide. He becomes a firsthand witness to Hannah’s pain, and as he follows Hannah’s recorded words throughout his town, what he discovers changes his life forever.","score: 9,668129 people voted"
fiction,A Storm of Swords,George R.R. Martin,https://www.goodreads.com/author/show/346732.George_R_R_Martin,4.54,Premio Ignotus (2006),"Fantasy 23,861 users Fiction 4,697 users Fantasy Epic Fantasy 1,115 users Science Fiction Fantasy 876 users","An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...","score: 9,392126 people voted"
fiction,Shōgun,James Clavell,https://www.goodreads.com/author/show/6417.James_Clavell,4.38,N/A,"Historical Historical Fiction 2,474 users Fiction 1,738 users Cultural Japan 525 users Historical 451 users Classics 333 users","Librarian's note: An alternate cover edition can be found hereA bold English adventurer. An invincible Japanese warlord. A beautiful woman torn between two ways of life, two ways of love. All brought together in an extraordinary saga of a time and a place aflame with conflict, passion, ambition, lust, and the struggle for power...","score: 9,259112 people voted"
fiction,The Other Boleyn Girl,Philippa Gregory,https://www.goodreads.com/author/show/9987.Philippa_Gregory,4.05,Goodreads Choice Award Nominee for Fiction (2009),"Historical Historical Fiction 7,918 users Fiction 2,193 users Historical 1,545 users Romance 871 users","Two sisters competing for the greatest prize: The love of a kingWhen Mary Boleyn comes to court as an innocent girl of fourteen, she catches the eye of Henry VIII. Dazzled, Mary falls in love with both her golden prince and her growing role as unofficial queen. However, she soon realises just how much she is a pawn in her family's ambitious plots as the king's interest begins to wane and she is forced to step aside for her best friend and rival: her sister, Anne. Then Mary knows that she must defy her family and her king and take fate into her own hands.A rich and compelling novel of love, sex, ambition, and intrigue, The Other Boleyn Girl introduces a woman of extraordinary determination and desire who lived at the heart of the most exciting and glamourous court in Europe and survived by following her heart.","score: 9,183100 people voted"
fiction,Extremely Loud and Incredibly Close,Jonathan Safran Foer,https://www.goodreads.com/author/show/2617.Jonathan_Safran_Foer,3.97,Luisterboek Award (2009),"Fiction 4,935 users Contemporary 993 users Historical Historical Fiction 578 users","Nine-year-old Oskar Schell is an inventor, amateur entomologist, Francophile, letter writer, pacifist, natural historian, percussionist, romantic, Great Explorer, jeweller, detective, vegan, and collector of butterflies. When his father is killed in the September 11th attacks on the World Trade Centre, Oskar sets out to solve the mystery of a key he discovers in his father's closet. It is a search which leads him into the lives of strangers, through the five boroughs of New York, into history, to the bombings of Dresden and Hiroshima, and on an inward journey which brings him ever closer to some kind of peace.","score: 9,169121 people voted"
fiction,Schindler's List,Thomas Keneally,https://www.goodreads.com/author/show/6900.Thomas_Keneally,4.34,Los Angeles Times Book Prize for Fiction (1983),"History 1,034 users Nonfiction 846 users Classics 553 users World War II Holocaust 436 users War 305 users","In the shadow of Auschwitz, a flamboyant German industrialist grew into a living legend to the Jews of Cracow. He was a womaniser, a heavy drinker and a bon viveur, but to them he became a saviour. This is the extraordinary story of Oskar Schindler, who risked his life to protect Jews in Nazi-occupied Poland and who was transformed by the war into a man with a mission, a compassionate angel of mercy.","score: 9,169107 people voted"
fiction,Last Sacrifice,Richelle Mead,https://www.goodreads.com/author/show/137902.Richelle_Mead,4.41,Goodreads Choice Award Nominee for Young Adult Fantasy (2010),"Young Adult 3,375 users Paranormal Vampires 2,962 users Fantasy 2,249 users Fantasy Paranormal 1,872 users Romance 1,402 users","This book has Alternate Cover Editions for this ISBN [ACE]
ACE #1
They come first.My vision was growing dimmer, the blackness and ghosts closing in. I swore it was like I could hear Robert whispering in my ear: The world of the dead won't give you up a second time. Just before the light completely vanished, I saw Dimitri's face join Lissa's. I wanted to smile. I decided then that if the two people I loved most were safe, I could leave this world.The dead could finally have me.Rose Hathaway has always played by her own rules. She broke the law when she ran away from St. Vladimir's Academy with her best friend and last surviving Dragomir princess, Lissa. She broke the law when she fell in love with her gorgeous, off-limits instructor, Dimitri. And she dared to defy Queen Tatiana, leader of the Moroi world, risking her life and reputation to protect generations of dhampir guardians to come.Now the law has finally caught up with Rose - for a crime she didn't even commit. She's in prison for the highest offense imaginable: the assassination of a monarch. She'll need help from both Dimitri and Adrian to find the one living person who can stall her execution and force the Moroi elite to acknowledge a shocking new candidate for the royal throne: Vasilisa Dragomir.But the clock on Rose's life is running out. Rose knows in her heart the world of the dead wants her back...and this time she is truly out of second chances. The big question is, when your whole life is about saving others, who will save you?Join Rose, Dimitri, Adrian, and Lissa in Last Sacrifice, the epic, unforgettable finale to Richelle Mead's international #1 bestselling Vampire Academy series.","score: 9,147113 people voted"
fiction,Fallen,Lauren Kate,https://www.goodreads.com/author/show/2905297.Lauren_Kate,3.73,N/A,"Young Adult 4,489 users Fantasy 3,433 users Fantasy Paranormal 2,220 users Paranormal Angels 2,214 users Romance 2,175 users","What if the person you were meant to be with could never be yours?17-year-old Lucinda falls in love with a gorgeous, intelligent boy, Daniel, at her new school, the grim, foreboding Sword & Cross . . . only to find out that Daniel is a fallen angel, and that they have spent lifetimes finding and losing one another as good & evil forces plot to keep them apart. Get ready to fall . . .","score: 9,076130 people voted"
fiction,His Dark Materials,Peter Bailey,https://www.goodreads.com/author/show/470769.Peter_Bailey,4.26,Literaturpreis der Jury der jungen Leser for Kinderbuch (2002),"Fantasy 3,669 users Young Adult 1,035 users Fiction 937 users","The Golden Compass, The Subtle Knife, and The Amber Spyglass are available together in one volume perfect for any fan or newcomer to this modern fantasy classic series.These thrilling adventures tell the story of Lyra and Will—two ordinary children on a perilous journey through shimmering haunted otherworlds. They will meet witches and armored bears, fallen angels and soul-eating specters. And in the end, the fate of both the living—and the dead—will rely on them.Phillip Pullman’s spellbinding His Dark Materials trilogy has captivated readers for over twenty years and won acclaim at every turn. It will have you questioning everything you know about your world and wondering what really lies just out of reach.","score: 9,036104 people voted"
fiction,A Little Princess,Nancy Bond,https://www.goodreads.com/author/show/70772.Nancy_Bond,4.19,N/A,"Classics 6,159 users Fiction 1,688 users Childrens 1,449 users Young Adult 848 users","Sara Crewe, an exceptionally intelligent and imaginative student at Miss Minchin's Select Seminary for Young Ladies, is devastated when her adored, indulgent father dies. Now penniless and banished to a room in the attic, Sara is demeaned, abused, and forced to work as a servant. How this resourceful girl's fortunes change again is at the center of A Little Princess, one of the best-loved stories in all of children's literature. This unique and fully annotated edition appends excerpts from Frances Hodgson Burnett's original 1888 novella Sara Crewe and the stage play that preceded the novel, as well as an early story, ""Behind the White Brick,"" allowing readers to see how A Little Princess evolved. In his delightful introduction, U. C. Knoepflmacher considers the fairy-tale allusions and literary touchstones that place the book among the major works of Victorian literature, and shows it to be an exceptionally rich and resonant novel.","score: 8,936114 people voted"
fiction,A Confederacy of Dunces,Walker Percy,https://www.goodreads.com/author/show/337.Walker_Percy,3.89,PEN/Faulkner Award for Fiction Nominee (1981),"Fiction 4,126 users Classics 1,291 users Humor 1,189 users Literature 414 users","Alternate cover for this ISBN can be found here""A green hunting cap squeezed the top of the fleshy balloon of a head. The green earflaps, full of large ears and uncut hair and the fine bristles that grew in the ears themselves, stuck out on either side like turn signals indicating two directions at once. Full, pursed lips protruded beneath the bushy black moustache and, at their corners, sank into little folds filled with disapproval and potato chip crumbs.""Meet Ignatius J. Reilly, the hero of John Kennedy Toole's tragicomic tale, A Confederacy of Dunces. This 30-year-old medievalist lives at home with his mother in New Orleans, pens his magnum opus on Big Chief writing pads he keeps hidden under his bed, and relays to anyone who will listen the traumatic experience he once had on a Greyhound Scenicruiser bound for Baton Rouge. (""Speeding along in that bus was like hurtling into the abyss."") But Ignatius's quiet life of tyrannizing his mother and writing his endless comparative history screeches to a halt when he is almost arrested by the overeager Patrolman Mancuso--who mistakes him for a vagrant--and then involved in a car accident with his tipsy mother behind the wheel. One thing leads to another, and before he knows it, Ignatius is out pounding the pavement in search of a job.Over the next several hundred pages, our hero stumbles from one adventure to the next. His stint as a hotdog vendor is less than successful, and he soon turns his employers at the Levy Pants Company on their heads. Ignatius's path through the working world is populated by marvelous secondary characters: the stripper Darlene and her talented cockatoo; the septuagenarian secretary Miss Trixie, whose desperate attempts to retire are constantly, comically thwarted; gay blade Dorian Greene; sinister Miss Lee, proprietor of the Night of Joy nightclub; and Myrna Minkoff, the girl Ignatius loves to hate. The many subplots that weave through A Confederacy of Dunces are as complicated as anything you'll find in a Dickens novel, and just as beautifully tied together in the end. But it is Ignatius--selfish, domineering, and deluded, tragic and comic and larger than life--who carries the story. He is a modern-day Quixote beset by giants of the modern age. His fragility cracks the shell of comic bluster, revealing a deep streak of melancholy beneath the antic humor. John Kennedy Toole committed suicide in 1969 and never saw the publication of his novel. Ignatius Reilly is what he left behind, a fitting memorial to a talented and tormented life.","score: 8,916122 people voted"
fiction,The Sun Also Rises,Ernest Hemingway,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,3.82,N/A,"Classics 6,717 users Fiction 4,556 users Literature 883 users Novels 484 users","The quintessential novel of the Lost Generation, The Sun Also Rises is one of Ernest Hemingway's masterpieces, and a classic example of his spare but powerful writing style. A poignant look at the disillusionment and angst of the post-World War I generation, the novel introduces two of Hemingway's most unforgettable characters: Jake Barnes and Lady Brett Ashley. The story follows the flamboyant Brett and the hapless Jake as they journey from the wild nightlife of 1920s Paris to the brutal bullfighting rings of Spain with a motley group of expatriates. It is an age of moral bankruptcy, spiritual dissolution, unrealized love, and vanishing illusions. First published in 1926, The Sun Also Rises helped to establish Hemingway as one of the greatest writers of the twentieth century.","score: 8,904101 people voted"
fiction,The Secret Magdalene,Ki Longfellow,https://www.goodreads.com/author/show/286014.Ki_Longfellow,4.21,N/A,Historical Historical Fiction 264 users Fiction 76 users Religion 58 users Historical 33 users,"Raised like sisters, Mariamne and Salome are indulged with riches, position, and learning-a rare thing for females in Jerusalem. But Mariamne has a further gift: an illness has left her with visions; she has the power of prophecy. It is her prophesying that drives the two girls to flee to Egypt, where they study philosophy, mathematics, and astronomy in the Great Library of Alexandria.After seven years they return to a Judaea where many now believe John the Baptizer is the messiah. Salome too begins to believe, but Mariamne, now called Magdalene, is drawn to his cousin, Yeshu’a, a man touched by the divine in the same way she was during her days of illness. Together they speak of sharing their direct experience of God; but Yeshu’a unexpectedly gains a reputation as a healer, and as the ill and the troubled flock to him, he and Magdalene are forced to make a terrible decision.This radical retelling of the greatest story ever told brings Mary Magdalene to life-not as a prostitute or demon-possessed-but as an educated woman who was truly the “apostle to the apostles.”From the Hardcover edition.","score: 8,884112 people voted"
fiction,Spirit Bound,Richelle Mead,https://www.goodreads.com/author/show/137902.Richelle_Mead,4.36,"Goodreads Choice Award for Goodreads Author, Nominee for Favorite Heroine, Nominee for Favorite Book (2010)","Young Adult 2,127 users Fantasy Paranormal 1,948 users Fantasy 1,759 users Paranormal Vampires 1,712 users Romance 1,438 users","After a long and heartbreaking journey to Dimitri’s birthplace in Siberia, Rose Hathaway has finally returned to St. Vladimir’s—and to her best friend, Lissa. It is nearly graduation, and the girls can’t wait for their real lives beyond the Academy’s iron gates to begin. But Rose’s heart still aches for Dimitri, and she knows he’s out there, somewhere.","score: 8,835105 people voted"
fiction,Jurassic Park,Michael Crichton,https://www.goodreads.com/author/show/5194.Michael_Crichton,3.99,Iowa Teen Award (1995),"Science Fiction 4,828 users Fiction 4,741 users Thriller 1,760 users Adventure 811 users Fantasy 782 users","An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price. Until something goes wrong. . . .","score: 8,818115 people voted"
fiction,The Boy in the Striped Pajamas,John Boyne,https://www.goodreads.com/author/show/7195.John_Boyne,4.12,Bord Gáis Energy Irish Book Award for John Murray Show Listeners' Choice Award (2007),"Historical Historical Fiction 4,531 users Fiction 2,099 users Young Adult 2,047 users Historical 1,057 users World War II Holocaust 920 users","Berlin 1942 When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move from their home to a new house far far away, where there is no one to play with and nothing to do. A tall fence running alongside stretches as far as the eye can see and cuts him off from the strange people he can see in the distance. But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye. While exploring his new environment, he meets another boy whose life and circumstances are very different to his own, and their meeting results in a friendship that has devastating consequences.","score: 8,677102 people voted"
fiction,The Velveteen Rabbit,William   Nicholson,https://www.goodreads.com/author/show/4418206.William_Nicholson,4.29,Lewis Carroll Shelf Award (1971),"Childrens 1,830 users Classics 1,704 users Fiction 885 users Childrens Picture Books 749 users Fantasy 368 users Animals 235 users Young Adult 124 users Childrens Juvenile 109 users Kids 77 users Short Stories 51 users","Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.Like the Skin Horse, Margery Williams understood how toys--and people--become real through the wisdom and experience of love. This reissue of a favorite classic, with the original story and illustrations as they first appeared in 1922, will work its magic for all who read it.","score: 8,646119 people voted"
fiction,Beloved,Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,3.8,National Book Award Finalist for Fiction (1987),"Fiction 4,492 users Classics 2,909 users Historical Historical Fiction 1,754 users Literature 585 users Magical Realism 578 users","Staring unflinchingly into the abyss of slavery, this spellbinding novel transforms history into a story as powerful as Exodus and as intimate as a lullaby. Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has too many memories of Sweet Home, the beautiful farm where so many hideous things happened. Her new home is haunted by the ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved. Filled with bitter poetry and suspense as taut as a rope, Beloved is a towering achievement by Nobel Prize laureate Toni Morrison.","score: 8,62695 people voted"
fiction,The Silmarillion,Ted Nasmith,https://www.goodreads.com/author/show/4938.Ted_Nasmith,3.9,Locus Award for Best Fantasy Novel (1978),"Fantasy 11,631 users Fiction 2,594 users Classics 1,476 users","The story of the creation of the world and of the First Age, this is the ancient drama to which the characters in The Lord of the Rings look back and in whose events some of them, such as Elrond and Galadriel, took part. The three Silmarils were jewels created by Fëanor, most gifted of the Elves. Within them was imprisoned the Light of the Two Trees of Valinor before the Trees themselves were destroyed by Morgoth, the first Dark Lord. Thereafter, the unsullied Light of Valinor lived on only in the Silmarils, but they were seized by Morgoth and set in his crown, which was guarded in the impenetrable fortress of Angband in the north of Middle-earth. The Silmarillion is the history of the rebellion of Fëanor and his kindred against the gods, their exile from Valinor and return to Middle-earth, and their war, hopeless despite all their heroism, against the great Enemy.","score: 8,612112 people voted"
fiction,Murder on the Orient Express,Agatha Christie,https://www.goodreads.com/author/show/123715.Agatha_Christie,4.16,N/A,"Mystery 8,232 users Classics 3,544 users Fiction 3,178 users Mystery Crime 1,680 users Thriller Mystery Thriller 675 users Audiobook 547 users Mystery Detective 530 users Thriller 446 users Adult 344 users European Literature British Literature 306 users","En route to London, Belgian detective Hercule Poirot has booked winter passage on the fabled Orient Express. Among the assortment of fellow passengers, one wealthy American holds a unique distinction: he has been found dead of multiple stab wounds in the night compartment of the Calais coach. By dawn, thirteen travelers, each bearing a secret, will find themselves suspect in the most ingenious crime Poirot has ever solved...","score: 8,57199 people voted"
